city,state,HotelName,Address,PhoneNumber,HotelWebsite,HotelRating,Spa,Airport shuttle,Business Center,Pool,Contactless check,Pet friendly,Free Wifi,Wheel-chair accessible,Complementary breakfast,Fitness Center,24 hr front desk,Valet Parking,Open bar,smoking
Nashville,TN,Best Western Plus Sunrise Inn,825 Murfreesboro Pike NashvilleTennessee 37217,6154994443,http://bestwesterntennessee.com,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,1
Nashville,TN,Home2 Suites by Hilton  Airport,832 Royal Parkway NashvilleTN 37214,6158742280,http://home2suites3.hilton.com/en/hotels/location/,3.0,0,1,1,1,0,0,0,1,1,1,1,1,1,0
Nashville,TN,Omni  Hotel,250 Fifth Ave South NashvilleTN 37203,6157825300,https://www.omnihotels.com/hotels/nashville,4.0,1,0,1,1,0,0,0,1,1,1,1,1,1,0
Nashville,TN,Red Roof Inn  Music City,2407 Brick Church Pike NashvilleTN 37207,6152263300,https://www.booking.com/hotel/us/red-roof-inn-nashville-music-city.htm,2.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
Nashville,TN,Sheraton Grand  Downtown,623 Union Street NashvilleTennessee 37219,6152592000,http://www.sheratonnashvilledowntown.com/,4.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Select Inn,5772 Old Hickory Boulevard HermitageTN 37076,6158898940,https://www.booking.com/hotel/us/select-inn.htm,2.0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
Nashville,TN,Holiday Inn Express  Airport,1111 Airport Center Drive 1111 NashvilleTennessee 37214,6158831366,http://www.ihg.com/holidayinnexpress/hotels/us/en/nashville/bnaex/hoteldetail,2.0,0,1,1,1,0,0,0,1,1,1,1,1,0,0
Nashville,TN,The Brentwood B&B,6304 Murray Lane BrentwoodTennessee 37027,6153734627,http://www.brentwoodbandb.com/,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nashville,TN,Comfort Inn Downtown  vanderbilt,1501 Demonbreun Street NashvilleTennessee 37203,6159990000,http://www.comfortinndowntown.com,3.0,1,0,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Comfort Inn,412 White Bridge Place NashvilleTennessee 37209,6153560888,http://www.comfortinn.com/hotel-nashville-tennessee-TN330,2.0,0,0,0,1,0,0,0,1,1,1,1,1,0,0
Nashville,TN,Courtyard  Brentwood,103 East Park Drive BrentwoodTennessee 37027,6153719200,http://www.marriott.com/hotels/travel/bnabr-courtyard-nashville-brentwood/,3.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Residence Inn  Brentwood,206 Ward Circle BrentwoodTennessee 37027,6153710100,http://www.marriott.com/hotels/travel/bnamf-residence-inn-nashville-brentwood/,3.0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
Nashville,TN,Hampton Inn  Brentwood I 65S,5630 Franklin Pike Circle Brentwood 37027Tennessee,6153732212,http://hamptoninn.hilton.com/en/hp/hotels/index.jhtml?ctyhocn=BNABDHX,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Hilton Suites Brentwood,9000 Overlook Boulevard BrentwoodTennessee 37027,6153700111,http://www1.hilton.com/en_US/hi/hotel/BNABWHF/index.do,3.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Homewood Suites  Brentwood,5107 Peter Taylor Park BrentwoodTennessee 37027,6153773332,http://homewoodsuites.hilton.com/en/hw/hotels/index.jhtml?ctyhocn=BNABTHW,3.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,DoubleTree Suites by Hilton  Airport,2424 Atrium Way NashvilleTennessee 37214-5103,6158898889,http://doubletree.hilton.com/en/dt/hotels/index.jhtml?ctyhocn=BNAEBDT,4.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Embassy Suites Hotel  Airport,10 Century Boulevard Nashville 37214Tennessee,6158710033,http://embassysuites.hilton.com/en/es/hotels/index.jhtml?ctyhocn=BNANAES,3.0,0,1,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Embassy Suites  at Vanderbilt,1811 Broadway Nashville 37203Tennessee,6153208899,http://embassysuites.hilton.com/en/es/hotels/index.jhtml?ctyhocn=BNAESES,3.0,0,0,1,0,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Hampton Inn and Suites  Airport,583 Donelson Pike Nashville 37214Tennessee,6158854242,http://hamptoninn.hilton.com/en/hp/hotels/index.jhtml?ctyhocn=BNAHSHX,2.0,0,1,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Hampton Inn & Suites  Vanderbilt Elliston Place,2330 Elliston Place 2330 37203 Nashville NashvilleTennessee 37203,6153206060,http://hamptoninn.hilton.com/en/hp/hotels/index.jhtml?ctyhocn=BNAUVHX,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Hampton Inn & Suites  Green Hills,2324 Crestmoor Road Nashville 37215Tennessee,6157770001,http://hamptoninn.hilton.com/en/hp/hotels/index.jhtml?ctyhocn=BNAGHHX,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Hampton Inn Bellevue  I 40 West,7815 Coley Davis Road Nashville 37221Tennessee,6156623133,http://hamptoninn.hilton.com/en/hp/hotels/index.jhtml?ctyhocn=BNAWEHX,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Garden Inn  Airport,412 Royal Pkwy NashvilleTN 37214,6158840088,http://hiltongardeninn.hilton.com/en/gi/hotels/index.jhtml?ctyhocn=BNAANGI,3.0,0,1,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Hilton  Downtown,121 4th Avenue South NashvilleTN 37201,6156201000,http://www1.hilton.com/en_US/hi/hotel/BNANSHF/index.do,4.0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Homewood Suites by Hilton  Airport,2640 Elm Hill Pike NashvilleTennessee 37214,6158848111,http://homewoodsuites.hilton.com/en/hw/hotels/index.jhtml?ctyhocn=BNAHWHW,3.0,0,1,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Hampton Inn Springfield,620 22nd Avenue East Springfield 37172Tennessee,6153841166,http://hamptoninn3.hilton.com/en/hotels/tennessee/hampton-inn-springfield-SPGTNHX/index.html,2.0,0,0,1,1,0,0,0,1,1,1,1,1,0,1
Nashville,TN,Hampton Inn  I 24 Hickory Hollow,210 Crossings Place AntiochTennessee 37013,6157319911,http://hamptoninn.hilton.com/en/hp/hotels/index.jhtml?ctyhocn=BNAEAHX,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Embassy Suites  South Cool Springs,820 Crescent Centre Drive 820 37067 Franklin FranklinTennessee 37067,6155155151,http://embassysuites.hilton.com/en/es/hotels/index.jhtml?ctyhocn=BNAFLES,3.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Hampton Inn & Suites,7141 S Springs Dr 37067 FranklinTennessee,6157717225,http://hamptoninn.hilton.com/en/hp/hotels/index.jhtml?ctyhocn=BNAFKHX,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Hampton Inn Gallatin,980 Village Green Crossing GallatinTennessee 37066,6152069595,http://hamptoninn.hilton.com/en/hp/hotels/index.jhtml?ctyhocn=GALTNHX,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Wingate by Wyndham Goodlettsville,202 Northgate Circle GoodlettsvilleTennessee 37072-1921,6158512828,http://hamptoninn.hilton.com/en/hp/hotels/index.jhtml?ctyhocn=BNAGDHX,2.0,0,0,0,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Ramada by Wyndham Lebanon,704 S Cumberland St LebanonTN 37087,6154447400,https://www.booking.com/hotel/us/ramada-by-wyndham-lebanon.htm,2.0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
Nashville,TN,Hampton Inn & Suites Murfreesboro,325 North Thompson Lane MurfreesboroTennessee 37129,6158902424,http://hamptoninn.hilton.com/en/hp/hotels/index.jhtml?ctyhocn=MBTOFHX,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Country Inn & Suites by Radisson  Airport TN,590 Donelson Pike NashvilleTennessee 37214,6158748040,http://www.countryinns.com/nashville-hotel-tn-37214/tnnasair,2.0,0,1,1,0,0,0,0,1,1,1,1,1,0,0
Nashville,TN,Country Inn & Suites by Radisson  TN,210 Rudy Circle Nashville 37214 NashvilleTennessee 37214,6153169944,https://www.countryinns.com/nashville-hotel-tn-372,2.0,0,0,1,1,1,0,0,1,1,0,1,1,0,0
Nashville,TN,Country Inn & Suites by Radisson  Airport East TN,3423 Percy Priest Drive NashvilleTennessee 37214,6152771099,https://www.countryinns.com/nashville-hotel-tn-37214/tnnaseas,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,The Inn at Opryland a Gaylord Hotel,2401 Music Valley Drive NashvilleTennessee 37214,6158890800,http://www.marriott.com/hotels/travel/bnagi-the-inn-at-opryland-a-gaylord-hotel/,3.0,1,1,1,1,0,0,0,1,0,1,1,1,0,0
Nashville,TN,La Quinta Inn & Suites Lebanon,140 Dixie Ave LebanonTN 37090,6154701001,https://www.booking.com/hotel/us/la-quinta-inn--suites-lebanon.htm,2.0,0,0,1,1,0,0,0,1,1,1,1,1,0,1
Nashville,TN,The Cumberland,555 Church Street NashvilleTennessee 37219,6152488555,https://www.booking.com/hotel/us/the-cumberland.html,3.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Nashville,TN,Regency Inn And Suites,1516 Hampton Street NashvilleTN 37207,"",https://www.booking.com/hotel/us/regency-inn-suites-nashville.html,2.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Nashville,TN,Country Inn & Suites by Radisson Cool Springs TN,7120 South Springs Drive FranklinTennessee 37067,6157780321,http://www.countryinns.com/franklin-hotel-tn-37067/tncool,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Howard Johnson by Wyndham Murfreesboro(Ex. Country Inn & Suites By Radisson Murfreesboro Tn),2262 Armory Drive MurfreesboroTennessee 37129,6158905951,https://www.countryinns.com/murfreesboro-hotel-tn-,2.0,0,0,1,0,0,0,0,1,1,1,1,1,0,0
Nashville,TN,Days Inn  Southeast,510B Collins Park Drive Antioch,"",https://www.booking.com/hotel/us/days-inn-nashville-southeast.htm,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nashville,TN,Jackson Motel,831 North West Broad Street MurfreesboroTN 37129,6158962217,https://www.booking.com/hotel/us/jackson-motel.html,2.0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
Nashville,TN,Airport Hotel,2200 Elm Hill Pike NashvilleTennessee 37214,6158839770,http://www3.hilton.com/en/hotels/tennessee/hilton-nashville-airport-BNAARHH/index.html,3.0,0,1,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Extended Stay America  Brentwood South,9020 Church Street East BrentwoodTennessee 37027,6153777847,http://www.extendedstayamerica.com/hotels/tn/nashville/brentwood-south,2.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Nashville,TN,Holiday Inn Express  Downtown,920 Broadway NashvilleTennessee 37203,6152440150,http://www.hiexndt.com,3.0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
Nashville,TN,Home2 Suites by Hilton  Vanderbilt TN,1800 Division Street NashvilleTN 37203,6152542170,http://home2suites3.hilton.com/en/hotels/location/,3.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1
Nashville,TN,Drury Plaza Hotel,1874 West Mcewen Drive 37067 Franklin FranklinTennessee 37067,6157716778,https://www.booking.com/hotel/us/plaza-franklin.html,3.0,0,0,1,1,0,1,1,1,0,1,1,1,0,0
Nashville,TN,Somatel Goodlettsville Hotel,355 East Cedar Street Goodlettsville 37072 GoodlettsvilleTennessee 37072,6158590082,https://www.magnusonhotels.com/hotel/somatel-goodlettsville-hotel/,2.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Nashville,TN,Hampton Inn  Vanderbilt,1919 West End Avenue 1919 37203 Nashville NashvilleTennessee 37203,6153291144,http://hamptoninn.hilton.com/en/hp/hotels/index.jhtml?ctyhocn=BNAVNHX,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Gaylord Opryland Resort & Convention Center,2800 Opryland Drive NashvilleTennessee 37214,6158891000,http://www.marriott.com/hotels/travel/bnago-gaylord-opryland-resort-an,4.0,1,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Hilton Garden Inn   Cool Springs,9150 Carothers Pkwy FranklinTennessee 37067,6156562700,http://hiltongardeninn.hilton.com/en/gi/hotels/index.jhtml?ctyhocn=BNACSGI,3.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Residence Inn by Marriott  Cool Springs,2009 Meridian Boulevard FranklinTennessee 37067,6157780002,http://www.marriott.com/hotels/travel/bnacl-residence-inn-franklin-cool-springs/,3.0,1,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Courtyard  Goodlettsville,865 Conference Drive 865 37072 Goodlettsville GoodlettsvilleTennessee 37072,6158513000,http://www.marriott.de/hotels/travel/bnagv-courtyard-nashville-goodlettsville/,3.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Hotel Indigo,301 Union Street NashvilleTennessee 37201,6158916000,http://www.ichotelsgroup.com/hotelindigo/hotels/us/en/nashville/bnaus/hoteldetail,3.0,0,0,1,0,0,0,0,1,1,1,1,1,1,0
Nashville,TN,Comfort Inn & Suites,400 Collins Park Drive AntiochTennessee 37013,6157318540,http://www.countryinns.com/antioch-hotel-tn-37013/tnhollow,2.0,1,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Union Station Hotel  Autograph Collection,1001 Broadway NashvilleTennessee 37203,6157261001,http://www.unionstationhotelnashville.com/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,4.0,0,0,1,0,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Country Inn & Suites by Radisson Goodlettsville TN,641 Wade Circle GoodlettsvilleTennessee 37072,6158514444,http://www.countryinns.com/goodlettsville-hotel-tn-37072/tngoodle,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Relax Inn,179 West Main Street 37075-3304 HendersonvilleTennessee,6158224240,http://www.relaxinnmotelhendersonville.com/hotel-overview.html,2.0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
Nashville,TN,TownePlace Suites  Airport,2700 Elm Hill Pike NashvilleTennessee 37214,6152323830,http://www.marriott.com/hotels/travel/bnats-towneplace-suites-nashville-airport/,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,La Quinta Inn & Suites Smyrna Tennessee,2537 Highwood Boulevard SmyrnaTennessee 37167,6152208845,http://www.lq.com/lq/properties/propertyProfile.do?propId=6293,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Comfort Suites Smyrna,3001 Highwood Blvd SmyrnaTennessee 37167,6156259000,http://www.comfortsuites.com/hotel-smyrna-tennessee-TN551,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nashville,TN,Quality Inn,303 Interstate Drive NashvilleTennessee 37213,6152446690,http://www.ramada.com/hotels/tennessee/nashville/ramada-nashville-downtown-hotel/hotel-overview,2.0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
Nashville,TN,Holiday Inn  Vanderbilt,2613 West End Ave 2613 NashvilleTennessee 37203,6153274707,https://www.ihg.com/holidayinn/hotels/us/en/nashville/bnavb/hoteldetail,3.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Millennium Maxwell House,2025 Rosa L. Parks Boulevard NashvilleTennessee,6152594343,http://www.maxwellhousehotel.com,3.0,0,0,1,1,1,0,0,1,0,1,1,1,1,1
Nashville,TN,Clarion Hotel  Downtown Stadium,211 N 1St Street NashvilleTennessee 37213,6152541551,http://www.daysinnnashville.com/,2.0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
Nashville,TN,Deerfield Inn Suites Smyrna,"Courier Place 1071,1071 SMYRNA",6152204700,http://deerfieldinnsmyrna.com/default.aspx,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nashville,TN,Best Western Plus Music Row,1407 Division Street S N 37203 Nashville NashvilleTennessee 37203,6152421631,http://www.nashvillebestwestern.com/,2.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Comfort Suites Mount Juliet,600 Red Ink Dr Mount JulietTennessee 37122,6152063310,http://www.comfortsuites.com/hotel-mt_juliet-tennessee-TN567?source=gglocaloz1,2.0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
Nashville,TN,DoubleTree by Hilton  Downtown,315 4th Avenue N NashvilleTennessee 37219-1693,6152448200,http://www.nashville.doubletree.com,4.0,0,0,1,0,1,0,0,1,1,1,1,1,0,1
Nashville,TN,Homewood Suites by Hilton  Vanderbilt TN,2400 West End Avenue NashvilleTennessee 37203,6153408000,http://homewoodsuites3.hilton.com/en/hotels/tennessee/homewood-suites-by-hilton-nashville-vanderbilt-tn-BNAVBHW/index.html,3.0,0,0,1,1,1,0,0,1,1,1,1,1,0,1
Nashville,TN,Legacy Inn Sumner,101 West Broadway GallatinTennessee 37066,6154524521,https://www.booking.com/hotel/us/legacy-inn.html,3.0,0,0,0,0,0,1,1,1,0,0,1,1,0,0
Nashville,TN,Quarters Inn and Suites,1100 Bell Road AntiochTennessee 37013,6157315990,http://www.thequartersinn.com,2.0,0,0,1,0,1,0,0,1,0,0,1,1,0,1
Nashville,TN,Baymont Inn and Suites /Brentwood,111 Penn Warren Drive BrentwoodTennessee 37027,6153764666,http://www.baymontinns.com/hotels/tennessee/brentw,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Courtyard  at Opryland,125 Music City Circle NashvilleTennessee 37214,6158829133,http://www.marriott.com/hotels/travel/bnaco-courtyard-nashville-at-opryland/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,3.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Crestwood Suites of Murfreesboro,1345 Old Fort Pkwy MurfreesboroTN 37129,6159071500,https://www.booking.com/hotel/us/old-fort-parkway-murfreesboro.html,2.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Nashville,TN,Hyatt Place  Downtown,301 3rd Avenue South NashvilleTennessee 37201,6156879995,http://nashvilledowntown.place.hyatt.com/en/hotel/home.html,3.0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
Nashville,TN,Scottish Inn,526 Murfreesboro Pike NashvilleTennessee 37210,6157270919,https://www.booking.com/hotel/us/scottish-inn-nashville.html,1.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Nashville,TN,The Hermitage Hotel,231 6th Avenue North NashvilleTN 37219,6152443121,https://www.booking.com/hotel/us/the-hermitage-hotel.htm,5.0,1,0,1,0,0,0,0,1,1,1,1,1,0,0
Nashville,TN,La Quinta Inn & Suites  Airport Opryland,2345 Atrium Way 37214 NashvilleTennessee,6158853000,http://www.lq.com/lq/properties/propertyProfile.do?propId=918,2.0,0,1,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Sleep Inn,3437 Percy Priest Dr NashvilleTN 37214,6158829220,https://www.booking.com/hotel/us/sleep-inn.htm,2.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,La Quinta Inn  South,4311 Sidco Dr NashvilleTennessee 37204-4509,6158346900,http://www.lq.com/lq/properties/propertyProfile.do?propId=559,2.0,0,0,1,1,1,0,0,1,1,0,1,1,0,0
Nashville,TN,Courtyard  Downtown,170 4Th Avenue North 170 37219 Nashville NashvilleTennessee 37219,6152560900,http://www.marriott.com/hotels/travel/bnadt-courtyard-nashville-downtown/,3.0,0,0,1,0,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Courtyard  Cool Springs,2001 Meridian Blvd FranklinTennessee 37067United States,6157780080,http://www.marriott.com/hotels/travel/bnacc-courtyard-franklin-cool-springs/,3.0,1,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,La Quinta Inn & Suites,4207 Franklin Commons Court 4207 FranklinTennessee 37064,6157917700,http://www.lq.com/lq/properties/propertyProfile.do?propId=1034,2.0,1,0,1,0,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Club Hotel  Inn & Suites,2435 Atrium Way 2435 37214 Nashville NashvilleTennessee 37214,6158830500,http://www.nashvilleclubhotel.com/,3.0,1,0,1,1,0,0,0,1,1,1,1,1,0,1
Nashville,TN,Baymont by Wyndham Murfreesboro,2230 Armory Drive MurfreesboroTN 37129,6158961172,https://www.booking.com/hotel/us/baymont-by-wyndham-murfreesboro.htm,2.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Baymont by Wyndham  Airport Briley,2350 Elm Hill Pike NashvilleTennessee 37214,6158710222,http://baymontnashville.com/,2.0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
Nashville,TN,Americas Best Value Inn  Downtown,2403 Brick Church Pike NashvilleTennessee 37207-4405,6152269805,http://www.americasbestvalueinn.com/bestv.cfm?idp=490,2.0,0,0,1,0,0,0,0,1,1,0,1,1,0,1
Nashville,TN,Residence Inn by Marriott  at Opryland,2500 Music Valley Drive NashvilleTennessee 37214,6152650345,http://www.marriott.com/hotels/travel/bnaol-residence-inn-nashville-at-opryland/,3.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Courtyard by Marriott  Airport,2508 Elm Hill Pike NashvilleTN 37214,6158839500,https://www.booking.com/hotel/us/courtyard-by-marriott-nashville-airport.htm,3.0,0,1,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Econo Lodge,3414 Percy Priest Drive NashvilleTN 37214,6153918074,https://www.booking.com/hotel/us/econo-lodge-nashville.htm,2.0,0,0,1,1,0,0,0,1,0,0,1,1,1,1
Nashville,TN,Hampton Inn White House,Hester Drive 404 37188 White House White HouseTennessee 37188,6156723993,http://hamptoninn3.hilton.com/en/hotels/tennessee/hampton-inn-white-house-BNAWHHX/index.html,2.0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
Nashville,TN,Americas Best Value Inn - /Spring Hill,4201 Franklin Commons Court FranklinTennessee 37067United States,6155915678,http://www.hotelfranklintn.com/|http://www.america,2.0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
Nashville,TN,Best Western Brentwood,5581 Franklin Pike Circle BrentwoodTennessee 37027-4363,6153738585,https://www.bestwestern.fr/de/hotel-Brentwood-Best-Western-Brentwood-43173,2.0,0,0,1,0,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Brentwood Suites,622 Church St. East BrentwoodTennessee 37027,6152774000,http://www.brentwoodsuite.com/,3.0,0,0,1,0,0,0,0,1,1,1,1,1,1,0
Nashville,TN,Americas Best Value Inn North  Goodlettsville,622 Rivergate Pkwy GoodlettsvilleTennessee 37072United States,6158592861,http://www.americasbestvalueinn.com/bestv.cfm?idp=1046,2.0,0,0,1,1,0,0,0,1,0,0,1,1,0,1
Nashville,TN,Crestwood Suites of,665 Myatt Dr MadisonTennessee 37115,6158608500,https://www.booking.com/hotel/us/myatt-madison.html,2.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Nashville,TN,Aloft  Cool Springs,7109 South Springs Drive FranklinTennessee 37067,6154358700,http://www.aloftnashvillecoolsprings.com,3.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
Nashville,TN,Four Points By Sheraton  Brentwood,760 Old Hickory Boulevard BrentwoodTennessee 37027,6159645500,http://www.fourpointsbrentwood.com,3.0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Magnuson Hotel  North,809 Wren Road GoodlettsvilleTennessee 37072,6158591771,http://www.baymontinns.com/hotels/hotel-overview?hotel_id=04343,2.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
Nashville,TN,Days Inn by Wyndham Lebanon,822 South Cumberland St LebanonTennessee 37087,6154495781,https://www.wyndhamhotels.com/days-inn/lebanon-ten,2.0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
Nashville,TN,Americas Best Value Inn  airport South,97 Wallace Road NashvilleTennessee 37211,6158336860,http://www.americasbestvalueinn.com,2.0,0,0,1,0,1,0,0,1,1,0,1,1,0,1
Nashville,TN,Days Inn Airport  East,3445 Percy Priest Drive NashvilleTN 37214,6158898881,https://www.booking.com/hotel/us/days-inn-airport-nashville-east.htm,2.0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
Nashville,TN,Days Inn Downtown  West Trinity Lane,1400 Brick Church Pike NashvilleTN 37207,6152285977,http://www.daysinn.com/hotels/tennessee/nashville/days-inn-downtown-nashville-west-trinity-lane/hotel-overview,2.0,0,0,0,1,0,0,0,1,1,0,1,1,0,1
Nashville,TN,Days Inn by Wyndham,3915 Carothers Parkway Interstate 65 Exit 65FranklinTennessee 37064,6157901140,http://www.daysinn.com/hotels/tennessee/franklin/days-inn-franklin-nashville/hotel-overview,2.0,0,0,0,1,0,0,0,1,1,0,1,1,1,0
Nashville,TN,Best Western Suites Near Opryland,201 Music City Circle NashvilleTennessee 37214,6159029940,http://book.bestwestern.com/bestwestern/US/TN/Nashville-hotels/BEST-WESTERN-Suites-Near-Opryland/Hotel-Overview.do?propertyCode=43134,2.0,0,0,1,0,1,0,0,1,1,1,1,1,0,0
Nashville,TN,Travel Inn,914 Murfreesboro Road LebanonTennessee 37087,6154445635,https://www.booking.com/hotel/us/travel-inn-lebanon1.html,2.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Nashville,TN,Best Western Plus Executive Residency,2401 Brick Church Pike 2401 37207 Nashville NashvilleTN 37207,6152264600,https://www.booking.com/hotel/us/best-western-plus-executive-residency-nashville.html,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nashville,TN,Days Inn  Airport,Murfreesboro Road 821 821 37217 Nashville NashvilleTennessee 37217,6153990017,https://www.wyndhamhotels.com/days-inn/nashville-tennessee/days-inn-nashville-airport/overview?CID=LC:DI::GGL:RIO:National:12536&iata=00065402,2.0,0,0,1,0,0,0,0,1,1,0,1,1,0,1
Nashville,TN,Days Inn  North Opryland Grand Ole Opry Area,3312 Dickerson Pike 37207 Nashville NashvilleTN 37207,6152283421,https://www.booking.com/hotel/us/days-inn-nashville-north.html,2.0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
Nashville,TN,Days Inn  At Opryland Music Valley Dr,2460 Music Valley Drive NashvilleTN 37214,6158890090,https://www.booking.com/hotel/us/days-inn-nashville-at-opryland-music-valley-dr.htm,2.0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
Nashville,TN,Days Inn  West,269 White Bridge Road I-40 Exit 204 B NashvilleTennessee 37209,6153569100,http://www.daysinn.com/hotels/tennessee/nashville/days-inn-nashville-west/hotel-overview,2.0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
Nashville,TN,Days Inn White House,1009 Hwy 76 37188 White House White HouseTennessee 37188,6156723746,http://www.daysinn.com/hotels/tennessee/white-house/days-inn-whitehouse/hotel-overview,2.0,0,0,1,0,1,0,0,1,1,0,1,1,0,1
Nashville,TN,Boarders Inn & Suites,1212 North Main Street Ashland CityTennessee 37015,6157924331,http://www.staycobblestone.com/tn/ashland-city/,2.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
Nashville,TN,Deerfield Inn & Suites,1407 Highway 96 North FairviewTennessee 37062,6157994700,http://www.deerfieldinnfairview.com,2.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
